SeqNum,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Flex,Force1,Force2,Force3,Force4,TimestampReception
1,-0.3533,0.7178,0.6100,-2.240,-5.425,-0.665,1.00,0,0,0,0,2025-06-06T10:13:00.480516
2,-0.3553,0.7218,0.6354,1.225,-2.660,0.595,2.00,0,0,0,0,2025-06-06T10:13:00.480516
3,-0.3362,0.7203,0.6276,1.120,-3.675,2.730,1.00,0,0,0,0,2025-06-06T10:13:00.480516
4,-0.3221,0.7261,0.6090,1.645,-5.110,4.620,2.00,0,0,0,0,2025-06-06T10:13:00.480516
5,-0.3201,0.7271,0.6017,3.360,-5.740,6.300,2.00,0,0,0,0,2025-06-06T10:13:00.480516
6,-0.3377,0.7198,0.5856,3.010,-5.670,6.475,3.00,0,0,0,0,2025-06-06T10:13:00.629823
7,-0.3421,0.7144,0.5690,3.710,-3.395,5.495,2.00,0,0,0,0,2025-06-06T10:13:00.629823
8,-0.3445,0.7266,0.5866,6.265,-2.380,5.005,1.00,0,0,0,0,2025-06-06T10:13:00.629823
9,-0.3406,0.7296,0.5954,6.650,-2.450,5.285,1.00,0,0,0,0,2025-06-06T10:13:00.629823
10,-0.3294,0.7291,0.5895,5.565,-2.415,6.370,1.00,0,0,0,0,2025-06-06T10:13:00.629823
11,-0.3328,0.7286,0.6046,5.915,-3.360,6.965,1.00,0,0,0,0,2025-06-06T10:13:00.629823
12,-0.3401,0.7242,0.6100,6.475,-3.990,6.755,1.00,0,0,0,0,2025-06-06T10:13:00.629823
13,-0.3392,0.7183,0.6056,5.110,-3.675,5.740,1.00,0,0,0,0,2025-06-06T10:13:00.629823
14,-0.3357,0.7120,0.6061,3.955,-3.115,4.270,1.00,0,0,0,0,2025-06-06T10:13:00.629823
15,-0.3250,0.7100,0.5958,4.515,-2.800,3.255,1.00,0,0,0,0,2025-06-06T10:13:00.629823
16,-0.3274,0.7110,0.5905,4.795,-1.925,1.785,1.00,0,0,0,0,2025-06-06T10:13:00.629823
17,-0.3392,0.7218,0.6002,3.045,-1.050,0.280,1.00,0,0,0,0,2025-06-06T10:13:00.629823
18,-0.3270,0.7359,0.6095,2.205,-1.575,0.035,1.00,0,0,0,0,2025-06-06T10:13:00.629823
19,-0.3284,0.7432,0.6246,1.995,-2.905,0.945,2.00,0,0,0,0,2025-06-06T10:13:00.835663
20,-0.3362,0.7418,0.6173,1.085,-3.815,1.925,1.00,0,0,0,0,2025-06-06T10:13:00.835663
21,-0.3362,0.7349,0.6056,0.000,-3.780,2.520,2.00,0,0,0,0,2025-06-06T10:13:00.835663
22,-0.3328,0.7310,0.5958,0.210,-3.150,2.590,1.00,0,0,0,0,2025-06-06T10:13:00.835663
23,-0.3357,0.7261,0.5890,0.840,-2.310,2.030,2.00,0,0,0,0,2025-06-06T10:13:00.835663
24,-0.3489,0.7266,0.6007,0.595,-1.715,1.365,1.00,0,0,0,0,2025-06-06T10:13:00.835663
25,-0.3577,0.7296,0.5963,0.770,-0.420,0.805,1.00,0,0,0,0,2025-06-06T10:13:00.835663
26,-0.3426,0.7427,0.6100,2.345,-1.365,1.260,1.00,0,0,0,0,2025-06-06T10:13:00.835663
27,-0.3328,0.7457,0.5924,3.045,-1.820,2.275,1.00,0,0,0,0,2025-06-06T10:13:00.949541
28,-0.3426,0.7408,0.5978,2.205,-2.275,2.905,1.00,0,0,0,0,2025-06-06T10:13:00.949541
29,-0.3255,0.7315,0.5822,2.590,-2.205,3.500,2.00,0,0,0,0,2025-06-06T10:13:00.949541
30,-0.2962,0.7349,0.5763,3.885,-3.605,4.515,2.00,0,0,0,0,2025-06-06T10:13:00.949541
31,-0.2962,0.7344,0.5661,3.780,-4.410,5.460,2.00,0,0,0,0,2025-06-06T10:13:00.949541
32,-0.2952,0.7286,0.5558,2.730,-4.165,5.600,2.00,0,0,0,0,2025-06-06T10:13:00.949541
33,-0.2923,0.7291,0.5563,2.415,-3.395,5.425,0.00,0,0,0,0,2025-06-06T10:13:00.949541
34,-0.3133,0.7266,0.5558,2.870,-1.750,4.515,0.00,0,0,0,0,2025-06-06T10:13:00.949541
35,-0.3411,0.7252,0.5768,3.185,-0.980,3.080,1.00,0,0,0,0,2025-06-06T10:13:00.949541
36,-0.3475,0.7325,0.5988,3.815,-0.665,1.960,1.00,0,0,0,0,2025-06-06T10:13:00.949541
37,-0.3567,0.7374,0.6105,3.150,-0.980,0.700,2.00,0,0,0,0,2025-06-06T10:13:00.949541
38,-0.3597,0.7383,0.6232,1.715,-1.295,0.140,1.00,0,0,0,0,2025-06-06T10:13:00.949541
39,-0.3518,0.7403,0.6281,1.295,-3.150,0.035,1.00,0,0,0,0,2025-06-06T10:13:00.949541
40,-0.3367,0.7447,0.6183,1.610,-5.215,0.630,1.00,0,0,0,0,2025-06-06T10:13:00.949541
41,-0.3260,0.7476,0.5963,0.945,-6.510,1.435,1.00,0,0,0,0,2025-06-06T10:13:00.949541
42,-0.2928,0.7471,0.5788,0.420,-7.175,2.870,1.00,0,0,0,0,2025-06-06T10:13:00.949541
43,-0.2835,0.7437,0.5578,0.805,-7.595,4.445,1.00,0,0,0,0,2025-06-06T10:13:00.949541
44,-0.2904,0.7393,0.5456,0.875,-6.475,4.620,1.00,0,0,0,0,2025-06-06T10:13:01.045040
45,-0.2977,0.7325,0.5383,0.665,-3.955,3.920,2.00,0,0,0,0,2025-06-06T10:13:01.045040
46,-0.3094,0.7247,0.5480,1.435,-2.170,2.695,1.00,0,0,0,0,2025-06-06T10:13:01.045040
47,-0.3348,0.7296,0.5710,2.975,-1.505,0.980,2.00,0,0,0,0,2025-06-06T10:13:01.045040
48,-0.3318,0.7413,0.5905,3.605,-2.240,0.245,1.00,0,0,0,0,2025-06-06T10:13:01.045040
49,-0.3162,0.7413,0.5949,2.975,-3.745,0.875,2.00,0,0,0,0,2025-06-06T10:13:01.045040
50,-0.3094,0.7442,0.5910,3.080,-6.440,1.925,2.00,0,0,0,0,2025-06-06T10:13:01.045040
51,-0.3192,0.7393,0.5724,3.115,-6.825,1.540,1.00,0,0,0,0,2025-06-06T10:13:01.045040
52,-0.3421,0.7349,0.5822,1.995,-5.285,-0.280,2.00,0,0,0,0,2025-06-06T10:13:01.096468
53,-0.3440,0.7388,0.5968,1.120,-3.325,-2.030,2.00,0,0,0,0,2025-06-06T10:13:01.096468
54,-0.3362,0.7501,0.6041,1.190,-2.660,-2.520,1.00,0,0,0,0,2025-06-06T10:13:01.096468
55,-0.3333,0.7549,0.6002,0.840,-3.290,-1.960,2.00,0,0,0,0,2025-06-06T10:13:01.096468
56,-0.3201,0.7627,0.5919,0.455,-4.375,-0.770,1.00,0,0,0,0,2025-06-06T10:13:01.096468
57,-0.3279,0.7598,0.5934,-0.840,-5.110,0.350,1.00,0,0,0,0,2025-06-06T10:13:01.143181
58,-0.3231,0.7476,0.5797,-1.435,-6.335,1.155,1.00,0,0,0,0,2025-06-06T10:13:01.143181
59,-0.3143,0.7486,0.5680,0.175,-7.385,1.505,1.00,0,0,0,0,2025-06-06T10:13:01.143181
