SeqNum,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Flex,Force1,Force2,Force3,Force4,TimestampReception
31621,0.1640,0.1532,1.0155,-1.890,13.125,-3.255,0.00,79.3178,42.0284,16.5929,21.9749,2025-06-12T14:23:31.835881
31622,0.1088,0.1537,1.0243,-1.015,1.610,-2.100,0.00,82.5429,42.0284,15.1036,21.9749,2025-06-12T14:23:31.835881
31623,0.1479,0.1620,1.0116,-0.105,2.170,-1.435,0.00,82.5429,42.0284,16.5929,21.9749,2025-06-12T14:23:31.835881
31624,0.1288,0.1557,1.0180,-0.315,2.100,-1.400,0.00,76.0819,61.6572,16.5929,21.9749,2025-06-12T14:23:31.835881
31625,0.1537,0.1376,1.0136,-0.910,2.135,-1.470,0.00,76.0819,61.6572,16.5929,21.9749,2025-06-12T14:23:31.835881
31626,0.1352,0.1025,1.0077,0.035,0.840,-1.505,0.00,76.0819,61.6572,15.1036,20.9365,2025-06-12T14:23:31.835881
31627,0.1479,0.0991,1.0019,-0.105,-3.465,-1.260,0.01,76.0819,61.6572,16.5929,20.9365,2025-06-12T14:23:31.835881
31628,0.1810,0.1264,1.0009,0.420,-2.275,0.175,0.00,72.8353,61.6572,16.5929,21.9749,2025-06-12T14:23:31.835881
31629,0.1781,0.1635,1.0199,0.455,-0.210,0.980,0.00,76.0819,61.6572,16.5929,20.9365,2025-06-12T14:23:31.835881
31630,0.1708,0.1732,1.0336,-0.175,2.135,0.525,0.00,76.0819,76.1289,16.5929,19.8986,2025-06-12T14:23:31.835881
31631,0.1440,0.1591,1.0311,0.665,4.095,-0.280,0.00,69.5780,85.6576,18.0810,19.8986,2025-06-12T14:23:31.835881
31632,0.1132,0.1391,1.0194,8.785,0.385,-0.875,0.00,69.5780,85.6576,16.5929,20.9365,2025-06-12T14:23:31.887937
31633,0.1430,0.1425,0.9984,0.385,-2.065,0.140,0.00,69.5780,85.6576,16.5929,19.8986,2025-06-12T14:23:31.887937
31634,0.1484,0.1591,0.9999,0.595,-1.890,1.330,0.00,66.3100,90.3862,18.0810,19.8986,2025-06-12T14:23:31.887937
31635,0.1552,0.1581,1.0136,-0.035,-1.120,1.365,0.01,66.3100,95.0911,18.0810,19.8986,2025-06-12T14:23:31.887937
31636,0.1537,0.1425,1.0243,0.175,0.070,0.700,0.00,66.3100,95.0911,18.0810,20.9365,2025-06-12T14:23:32.242302
31637,0.1659,0.1327,1.0243,0.035,0.560,0.000,0.01,66.3100,95.0911,18.0810,19.8986,2025-06-12T14:23:32.242302
31638,0.1581,0.1357,1.0180,0.000,0.315,0.105,0.01,66.3100,95.0911,15.1036,19.8986,2025-06-12T14:23:32.242302
31639,0.1581,0.1479,1.0136,0.245,0.910,0.070,0.00,69.5780,99.7721,15.1036,20.9365,2025-06-12T14:23:32.242302
31640,0.1386,0.1523,1.0063,0.280,0.560,0.245,0.00,63.0312,95.0911,15.1036,19.8986,2025-06-12T14:23:32.242302
31641,0.1337,0.1435,1.0028,-0.385,-0.175,-0.035,0.00,66.3100,95.0911,15.1036,19.8986,2025-06-12T14:23:32.242302
31642,0.1376,0.1366,1.0126,-0.525,-1.575,0.000,0.00,66.3100,95.0911,13.6131,20.9365,2025-06-12T14:23:32.242302
31643,0.1449,0.1362,1.0302,-0.245,0.070,0.455,0.00,66.3100,95.0911,13.6131,19.8986,2025-06-12T14:23:32.242302
31644,0.1235,0.1313,1.0311,-0.245,0.595,0.630,0.00,63.0312,95.0911,16.5929,19.8986,2025-06-12T14:23:32.242302
31645,0.1181,0.1157,1.0097,-0.280,-0.805,0.560,0.01,66.3100,99.7721,16.5929,19.8986,2025-06-12T14:23:32.242302
31646,0.1298,0.1210,1.0038,0.105,-3.640,0.805,0.00,66.3100,99.7721,15.1036,19.8986,2025-06-12T14:23:32.242302
31647,0.1444,0.1381,1.0053,-0.035,-5.600,1.365,0.00,66.3100,104.4293,15.1036,19.8986,2025-06-12T14:23:32.275306
31648,0.1542,0.1484,1.0214,0.280,-5.145,1.120,0.01,66.3100,99.7721,15.1036,20.9365,2025-06-12T14:23:32.275306
31649,0.1601,0.1386,1.0346,0.245,-3.185,0.595,0.01,66.3100,104.4293,13.6131,19.8986,2025-06-12T14:23:32.275306
31650,0.1557,0.1303,1.0277,0.035,-0.910,-0.140,0.00,69.5780,99.7721,15.1036,20.9365,2025-06-12T14:23:32.275306
31651,0.1532,0.1347,1.0185,0.175,0.000,-0.455,0.00,66.3100,99.7721,15.1036,19.8986,2025-06-12T14:23:32.275306
