SeqNum,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Flex,Force1,Force2,Force3,Force4,TimestampReception
22109,-0.2547,-0.9902,0.0693,0.315,-3.325,-0.770,0.00,0.0184,0.0254,0.0200,0.0087,2025-06-09T14:02:59.875755
22110,-0.2308,0.8760,0.3958,4.095,-5.705,1.855,0.01,0.0368,0.0254,0.0100,0.0087,2025-06-09T14:02:59.875755
22111,-0.2289,0.8764,0.3899,3.640,-5.285,1.470,0.01,0.0368,0.0508,0.0100,0.0087,2025-06-09T14:02:59.875755
22112,-0.2289,0.8833,0.3919,3.640,-4.690,1.015,0.00,0.0368,0.0508,0.0100,0.0087,2025-06-09T14:02:59.875755
22113,-0.2289,0.8828,0.3875,3.325,-4.060,0.350,0.00,0.0368,0.0254,0.0200,0.0087,2025-06-09T14:02:59.875755
22114,-0.2386,0.8833,0.3938,3.010,-3.955,-0.315,0.00,0.0184,0.0254,0.0200,0.0087,2025-06-09T14:02:59.875755
22115,-0.2460,0.8789,0.3928,2.800,-5.040,-0.805,0.00,0.0184,0.0254,0.0100,0.0087,2025-06-09T14:02:59.875755
22116,-0.2469,0.8799,0.3894,2.625,-6.300,-0.980,0.01,0.0184,0.0254,0.0100,0.0087,2025-06-09T14:02:59.875755
22117,-0.2494,0.8784,0.3928,2.345,-6.860,-1.435,0.00,0.0368,0.0254,0.0200,0.0087,2025-06-09T14:02:59.875755
22118,-0.2430,0.8813,0.3899,2.030,-6.440,-1.960,0.00,0.0368,0.0254,0.0100,0.0087,2025-06-09T14:02:59.875755
22119,-0.2416,0.8843,0.3850,2.275,-5.635,-2.170,0.00,0.0184,0.0254,0.0100,0.0087,2025-06-09T14:02:59.875755
22120,-0.2474,0.8843,0.3831,2.170,-4.690,-2.415,0.01,0.0368,0.0254,0.0200,0.0087,2025-06-09T14:02:59.875755
22121,-0.2513,0.8857,0.3816,2.520,-4.515,-2.415,0.00,0.0184,0.0254,0.0100,0.0087,2025-06-09T14:02:59.875755
22122,-0.2596,0.8847,0.3831,2.520,-4.340,-2.030,0.01,0.0184,0.0254,0.0100,0.0087,2025-06-09T14:02:59.933600
22123,-0.2650,0.8847,0.3870,2.590,-4.235,-1.855,0.00,0.0184,0.0508,0.0100,0.0087,2025-06-09T14:02:59.933600
22124,-0.2655,0.8872,0.3919,2.800,-4.200,-1.540,0.01,0.0184,0.0508,0.0200,0.0087,2025-06-09T14:02:59.933600
22125,-0.2723,0.8852,0.3894,2.485,-4.900,-1.050,0.01,0.0184,0.0254,0.0200,0.0174,2025-06-09T14:02:59.933600
22126,-0.2679,0.8862,0.3904,2.485,-5.635,-0.700,0.01,0.0184,0.0508,0.0100,0.0087,2025-06-09T14:03:00.094170
22127,-0.2606,0.8828,0.3875,2.240,-5.705,-0.385,0.01,0.0184,0.0508,0.0100,0.0087,2025-06-09T14:03:00.094170
22128,-0.2523,0.8862,0.3889,2.205,-4.480,-0.245,0.01,0.0368,0.0508,0.0200,0.0174,2025-06-09T14:03:00.095167
22129,-0.2489,0.8891,0.3904,2.065,-3.115,-0.070,0.01,0.0368,0.0254,0.0200,0.0087,2025-06-09T14:03:00.095167
22130,-0.2577,0.8901,0.3836,1.610,-2.975,0.035,0.01,0.0368,0.0254,0.0200,0.0174,2025-06-09T14:03:00.095167
22131,-0.2562,0.8896,0.3894,1.260,-4.060,-0.035,0.00,0.0368,0.0254,0.0100,0.0087,2025-06-09T14:03:00.095167
22132,-0.2479,0.8891,0.3909,0.875,-4.865,-0.140,0.01,0.0184,0.0508,0.0100,0.0087,2025-06-09T14:03:00.095167
22133,-0.2377,0.8882,0.3919,0.525,-5.320,0.000,0.00,0.0368,0.0254,0.0100,0.0087,2025-06-09T14:03:00.095167
22134,-0.2362,0.8857,0.3855,0.070,-5.250,-0.070,0.01,0.0184,0.0254,0.0200,0.0087,2025-06-09T14:03:00.095167
22135,-0.2430,0.8838,0.3909,-0.420,-5.215,-0.280,0.00,0.0368,0.0254,0.0100,0.0087,2025-06-09T14:03:00.095167
22136,-0.2401,0.8799,0.3987,-0.525,-5.075,-0.315,0.00,0.0184,0.0254,0.0100,0.0087,2025-06-09T14:03:00.095167
22137,-0.2396,0.8774,0.4021,-0.525,-5.075,-0.350,0.01,0.0368,0.0508,0.0100,0.0174,2025-06-09T14:03:00.095167
22138,-0.2460,0.8784,0.4011,-0.315,-5.635,-0.420,0.01,0.0184,0.0508,0.0200,0.0087,2025-06-09T14:03:00.095167
22139,-0.2416,0.8769,0.4006,-0.070,-6.090,-0.735,0.00,0.0184,0.0508,0.0100,0.0174,2025-06-09T14:03:00.188916
22140,-0.2411,0.8804,0.3977,0.455,-6.160,-1.225,0.01,0.0184,0.0508,0.0100,0.0174,2025-06-09T14:03:00.188916
22141,-0.2396,0.8769,0.3914,0.735,-6.510,-1.505,0.01,0.0184,0.0254,0.0100,0.0174,2025-06-09T14:03:00.188916
