SeqNum,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Flex,Force1,Force2,Force3,Force4,TimestampReception
3836,0.0278,0.2879,0.9867,0.070,-4.375,0.000,1,3,1,347,328,2025-06-06T10:04:28.335567
3837,0.0254,0.3148,0.9970,-0.280,-4.725,0.000,1,2,1,352,334,2025-06-06T10:04:28.335567
3838,0.0327,0.2977,0.9740,-0.910,-3.535,-0.035,2,3,2,393,364,2025-06-06T10:04:28.335567
3839,0.0381,0.3089,0.9716,1.855,-5.250,0.035,2,3,1,395,378,2025-06-06T10:04:28.335567
3840,0.0273,0.3070,0.9926,-0.840,-4.480,-0.210,2,3,1,400,347,2025-06-06T10:04:28.335567
3841,0.0356,0.3079,0.9789,0.735,-3.920,0.000,2,2,0,365,357,2025-06-06T10:04:28.335567
3842,0.0317,0.3074,0.9765,-0.420,-4.340,-0.035,2,3,1,377,367,2025-06-06T10:04:28.335567
3843,0.0278,0.3060,0.9838,0.350,-4.725,-0.035,1,1,1,394,377,2025-06-06T10:04:28.488333
3844,0.0376,0.3089,0.9819,-0.245,-4.445,0.035,2,2,2,397,368,2025-06-06T10:04:28.488333
3845,0.0307,0.3035,0.9794,0.455,-4.410,0.070,1,1,2,407,383,2025-06-06T10:04:28.488333
3846,0.0307,0.3055,0.9789,0.000,-4.585,-0.210,2,1,1,401,390,2025-06-06T10:04:28.488333
3847,0.0356,0.3089,0.9809,0.385,-4.585,-0.070,2,2,2,400,390,2025-06-06T10:04:28.488333
3848,0.0312,0.3045,0.9804,0.035,-4.200,-0.035,2,1,1,404,389,2025-06-06T10:04:28.488333
3849,0.0322,0.3074,0.9794,0.245,-4.375,-0.035,1,2,1,375,374,2025-06-06T10:04:28.488333
3850,0.0342,0.3065,0.9819,0.280,-4.340,-0.140,2,1,1,388,395,2025-06-06T10:04:28.488333
3851,0.0317,0.3070,0.9804,0.140,-4.165,-0.105,1,1,1,382,391,2025-06-06T10:04:28.488333
3852,0.0337,0.3065,0.9799,0.280,-4.235,-0.035,2,2,1,381,382,2025-06-06T10:04:28.488333
3853,0.0298,0.3050,0.9794,0.070,-4.305,-0.070,2,2,2,397,396,2025-06-06T10:04:28.488333
3854,0.0303,0.3070,0.9809,0.245,-4.305,-0.140,1,2,1,385,376,2025-06-06T10:04:28.757872
3855,0.0317,0.3060,0.9794,0.175,-4.550,-0.035,2,2,2,395,389,2025-06-06T10:04:28.757872
3856,0.0317,0.3055,0.9809,0.280,-4.480,-0.035,2,2,1,352,393,2025-06-06T10:04:28.757872
3857,0.0317,0.3050,0.9819,0.035,-4.480,-0.070,2,2,1,338,396,2025-06-06T10:04:28.757872
3858,0.0322,0.3084,0.9799,0.210,-4.585,0.000,2,2,1,353,398,2025-06-06T10:04:28.757872
3859,0.0337,0.3065,0.9809,0.175,-4.410,-0.105,2,1,2,364,363,2025-06-06T10:04:28.757872
3860,0.0342,0.3060,0.9794,0.035,-4.340,-0.070,2,2,1,369,377,2025-06-06T10:04:28.757872
3861,0.0337,0.3070,0.9804,0.245,-4.305,-0.070,1,2,2,370,372,2025-06-06T10:04:28.757872
3862,0.0322,0.3045,0.9814,0.175,-4.410,-0.105,1,2,1,387,391,2025-06-06T10:04:28.757872
3863,0.0312,0.3074,0.9794,0.350,-4.305,-0.070,1,1,1,393,390,2025-06-06T10:04:28.757872
3864,0.0307,0.3055,0.9799,0.070,-4.235,-0.105,1,2,1,377,392,2025-06-06T10:04:28.757872
