SeqNum,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Flex,Force1,Force2,Force3,Force4,TimestampReception
5196,-1.0482,-0.1903,0.0781,-22.330,39.620,-55.230,113,111,103,104,379,2025-05-23T21:10:55.077138
5197,-1.4455,-0.2074,0.1771,-1.050,1.470,-45.710,342,354,357,364,379,2025-05-23T21:10:55.077231
5198,-1.4103,-0.2020,0.2225,-4.200,-44.030,-30.870,384,394,395,401,398,2025-05-23T21:10:55.077252
5199,-1.3288,-0.2098,0.2616,-4.620,-85.750,-17.150,424,434,434,440,402,2025-05-23T21:10:55.077264
5200,-1.2356,-0.1976,0.2923,-0.350,-90.370,-5.740,447,456,456,462,410,2025-05-23T21:10:55.077274
5201,-1.0624,-0.1791,0.2582,1.190,-92.260,1.470,465,473,473,478,404,2025-05-23T21:10:55.159337
5202,-0.9428,-0.1606,0.2435,-0.070,-76.650,6.650,481,489,488,493,416,2025-05-23T21:10:55.159405
5203,-0.8491,-0.1674,0.2440,2.240,-51.870,9.590,495,504,503,507,406,2025-05-23T21:10:55.159417
5204,-0.9140,-0.1440,0.2542,4.410,-24.640,10.990,509,517,516,521,413,2025-05-23T21:10:55.159427
5205,-0.9809,-0.1157,0.2718,9.380,-9.310,8.540,523,531,530,534,407,2025-05-23T21:10:55.159438
5206,-1.0438,-0.0786,0.2591,10.010,-2.240,8.260,535,544,543,547,412,2025-05-23T21:10:55.211839
5207,-1.0521,-0.0688,0.2396,6.370,-6.720,7.700,548,556,556,560,361,2025-05-23T21:10:55.211893
5208,-1.0199,-0.0630,0.2074,-1.610,-18.550,9.520,559,568,566,571,377,2025-05-23T21:10:55.211909
5209,-0.9843,-0.0600,0.1610,-4.200,-24.150,12.460,570,579,578,582,390,2025-05-23T21:10:55.211937
5210,-0.8965,-0.0952,0.1259,-2.800,-21.000,12.180,580,588,587,591,404,2025-05-23T21:10:55.211948
5211,-0.8804,-0.0786,0.1230,2.800,-13.930,11.900,589,597,596,599,408,2025-05-23T21:10:55.211959
