SeqNum,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Flex,Force1,Force2,Force3,Force4,TimestampReception
11216,-0.3118,0.3694,0.9482,4.515,-76.650,19.740,0.88,0.0368,0.0254,0.0200,0.0087,2025-06-06T11:06:44.097856
11217,-0.3597,0.5744,1.1697,-5.880,7.350,-1.190,0.89,0.0184,0.0254,0.0200,0.0174,2025-06-06T11:06:44.097856
11218,-0.4353,0.5680,1.1995,10.360,-38.080,19.110,0.89,0.0368,0.0000,0.0602,0.0174,2025-06-06T11:06:44.097856
11219,-0.4031,0.5714,1.1624,4.865,-77.910,28.490,0.89,0.0184,0.0000,0.0703,0.0087,2025-06-06T11:06:44.097856
11220,-0.2650,0.6139,0.9989,2.450,-108.290,39.550,0.90,0.0368,0.1018,0.0000,0.0087,2025-06-06T11:06:44.097856
11221,-0.1942,0.5744,0.9433,11.550,-113.785,48.405,0.88,0.0368,0.1529,0.0000,0.0174,2025-06-06T11:06:44.097856
11222,-0.1767,0.5617,0.9140,43.400,-108.395,70.525,0.89,0.0184,0.1018,0.0501,0.0087,2025-06-06T11:06:44.097856
11223,-0.1098,0.4797,0.8638,42.840,-111.860,66.080,0.90,0.0184,0.1018,0.0000,0.0087,2025-06-06T11:06:44.097856
11224,-0.1972,0.4514,0.9335,35.875,-118.510,60.550,0.88,0.0184,0.2043,0.0000,0.0087,2025-06-06T11:06:44.097856
11225,-0.1269,0.4704,0.8706,21.525,-126.350,57.925,0.90,0.0000,0.0508,0.0000,0.0000,2025-06-06T11:06:44.097856
11226,-0.0722,0.4714,0.8272,10.080,-124.495,49.595,0.91,0.0184,0.0000,0.0906,0.0087,2025-06-06T11:06:44.097856
11227,0.0063,0.4773,0.7564,10.150,-109.620,45.780,0.90,0.0184,0.0000,0.0200,0.0087,2025-06-06T11:06:44.210930
11228,0.0883,0.4704,0.7242,13.685,-91.315,39.305,0.90,0.0000,0.0508,0.0000,0.0174,2025-06-06T11:06:44.210930
11229,0.0844,0.4577,0.6925,12.740,-72.065,31.360,0.89,0.0368,0.0000,0.0100,0.0174,2025-06-06T11:06:44.210930
11230,0.1308,0.4743,0.6573,14.525,-51.100,25.375,0.89,0.0184,0.0000,0.0200,0.0087,2025-06-06T11:06:44.210930
11231,0.1454,0.4690,0.6891,12.950,-27.265,15.505,0.92,0.0368,0.1786,0.0000,0.0087,2025-06-06T11:06:44.210930
11232,0.1137,0.4597,0.6910,13.545,-7.175,7.840,0.89,0.0184,0.1786,0.0300,0.0087,2025-06-06T11:06:44.210930
11233,0.1283,0.4656,0.6812,6.825,12.250,-6.160,0.90,0.0184,0.0000,0.0000,0.0087,2025-06-06T11:06:44.210930
11234,0.1371,0.4475,0.6071,-9.100,29.365,-20.265,0.88,0.0368,0.0000,0.0401,0.0174,2025-06-06T11:06:44.210930
11235,0.1610,0.4021,0.5241,-21.385,55.335,-42.210,0.89,0.0368,0.0000,0.0200,0.0087,2025-06-06T11:06:44.307670
11236,0.1215,0.4041,0.4534,-24.430,107.240,-57.995,0.89,0.0184,0.0000,0.0200,0.0174,2025-06-06T11:06:44.307670
11237,0.0820,0.4041,0.5783,-10.780,157.465,-68.075,0.89,0.0184,0.0762,0.0200,0.0087,2025-06-06T11:06:44.307670
11238,-0.1039,0.4597,0.8076,15.540,197.225,-70.105,0.90,0.0368,0.0508,0.0100,0.0087,2025-06-06T11:06:44.307670
11239,-0.3109,0.6320,1.1780,27.895,189.105,-62.370,0.90,0.0368,0.0254,0.0200,0.0087,2025-06-06T11:06:44.307670
11240,-0.3933,0.7120,1.3337,14.385,112.280,-39.130,0.91,0.0000,0.0762,0.0100,0.0087,2025-06-06T11:06:44.307670
11241,-0.4182,0.6974,1.4167,-8.890,32.165,-17.500,0.90,0.0368,0.0254,0.0401,0.0087,2025-06-06T11:06:44.307670
11242,-0.3762,0.6695,1.2747,-17.640,-47.145,4.620,0.90,0.0184,0.0254,0.0100,0.0174,2025-06-06T11:06:44.358862
11243,-0.2499,0.5929,0.9984,-20.685,-78.015,15.575,0.89,0.0368,0.0254,0.0401,0.0174,2025-06-06T11:06:44.358862
11244,-0.1191,0.5100,0.7813,-17.010,-74.865,16.695,0.90,0.0184,0.0254,0.0000,0.0087,2025-06-06T11:06:44.358862
11245,-0.0268,0.4646,0.6534,-11.165,-49.490,10.850,0.90,0.0368,0.0000,0.0300,0.0087,2025-06-06T11:06:44.358862
11246,0.0107,0.4431,0.6300,-0.245,-14.875,0.945,0.90,0.0184,0.0000,0.0200,0.0087,2025-06-06T11:06:44.552591
11247,-0.0210,0.4358,0.6573,6.685,27.440,-8.750,0.89,0.0184,0.0508,0.0200,0.0000,2025-06-06T11:06:44.552591
11248,-0.0864,0.4670,0.7735,9.765,51.065,-16.380,0.89,0.0552,0.0508,0.0200,0.0174,2025-06-06T11:06:44.552591
11249,-0.1640,0.4953,0.8838,7.420,55.160,-19.460,0.90,0.0184,0.0508,0.0000,0.0087,2025-06-06T11:06:44.552591
11250,-0.2133,0.5192,0.9604,1.750,43.575,-17.675,0.93,0.0184,0.0508,0.0200,0.0262,2025-06-06T11:06:44.552591
11251,-0.2298,0.5324,0.9672,-3.780,27.615,-12.285,0.90,0.0184,0.0508,0.0200,0.0087,2025-06-06T11:06:44.552591
11252,-0.2430,0.5822,0.9599,-5.425,11.830,-9.520,0.90,0.0368,0.0254,0.0906,0.0174,2025-06-06T11:06:44.552591
11253,-0.2054,0.5466,0.9819,-2.870,-6.930,1.015,0.90,0.0184,0.0000,0.0501,0.0087,2025-06-06T11:06:44.552591
11254,-0.2015,0.5392,0.9487,-16.870,-28.350,5.775,0.90,0.0184,0.0254,0.0100,0.0000,2025-06-06T11:06:44.552591
11255,-0.1791,0.5158,0.8530,-9.555,-30.205,4.935,0.90,0.0184,0.1273,0.0000,0.0087,2025-06-06T11:06:44.552591
11256,-0.1376,0.5031,0.8028,-8.085,-9.065,0.070,0.89,0.0184,0.0762,0.0804,0.0087,2025-06-06T11:06:44.552591
11257,-0.1069,0.4885,0.7564,-2.100,-0.280,-2.695,0.89,0.0184,0.0254,0.0401,0.0174,2025-06-06T11:06:44.552591
11258,-0.1015,0.4865,0.7652,-1.155,13.825,-7.735,0.90,0.0368,0.0762,0.0200,0.0174,2025-06-06T11:06:44.764939
11259,-0.1376,0.4797,0.8091,-0.420,25.445,-12.320,0.90,0.0184,0.0000,0.0501,0.0174,2025-06-06T11:06:44.764939
11260,-0.1967,0.5270,0.9179,1.120,26.845,-11.235,0.89,0.0368,0.0254,0.0300,0.0174,2025-06-06T11:06:44.764939
11261,-0.2220,0.5441,0.9848,4.795,8.750,-1.505,0.89,0.0368,0.1529,0.0000,0.0000,2025-06-06T11:06:44.764939
11262,-0.2367,0.5558,1.0024,-1.295,-14.140,3.325,0.90,0.0368,0.0000,0.1008,0.0087,2025-06-06T11:06:44.764939
11263,-0.2352,0.5290,0.9501,-4.865,-27.650,6.020,0.90,0.0184,0.0254,0.0703,0.0087,2025-06-06T11:06:44.764939
11264,-0.1937,0.5056,0.8945,-2.625,-30.695,8.015,0.90,0.0368,0.0508,0.0000,0.0087,2025-06-06T11:06:44.764939
11265,-0.1615,0.4704,0.8184,-3.815,-26.740,5.320,0.90,0.0184,0.0254,0.0000,0.0000,2025-06-06T11:06:44.764939
11266,-0.1313,0.4494,0.7754,-6.895,-16.695,-1.400,0.91,0.0368,0.0000,0.0200,0.0087,2025-06-06T11:06:44.764939
11267,-0.1259,0.4675,0.7798,-6.615,0.420,-5.425,0.90,0.0184,0.1273,0.0602,0.0087,2025-06-06T11:06:44.764939
11268,-0.1064,0.4870,0.7676,-2.485,11.585,-4.200,0.90,0.0184,0.1529,0.0501,0.0087,2025-06-06T11:06:44.764939
11269,-0.1293,0.5031,0.8306,0.525,21.210,-11.760,0.90,0.0184,0.0508,0.0300,0.0087,2025-06-06T11:06:44.764939
11270,-0.1708,0.5022,0.8560,-3.605,23.695,-12.740,0.91,0.0184,0.1273,0.0000,0.0087,2025-06-06T11:06:44.764939
11271,-0.2035,0.4909,0.9072,-5.530,16.065,-11.900,0.90,0.0184,0.0254,0.0703,0.0174,2025-06-06T11:06:44.764939
11272,-0.2220,0.4948,0.9033,-11.445,9.835,-11.200,0.90,0.0184,0.0762,0.0300,0.0087,2025-06-06T11:06:44.764939
11273,-0.2113,0.4997,0.8862,-13.195,6.160,-11.270,0.90,0.0184,0.1018,0.0000,0.0174,2025-06-06T11:06:44.764939
