Min_AccX_Val,Max_AccX_Val,AccX_Amplitude,AccX_Ord(1=Max>Min),Min_AccZ_Val,Max_Roll_Val,Min_Roll_Val,Roll_Ord(1=Max>Min),Max_Pitch_Val,Min_Pitch_Val,Pitch_Ord(1=Max>Min),Type_Coup
-0.85214,1.1863333333333332,2.038473333333333,0,-0.6185933333333333,113.68933333333334,-214.33300000000003,0,356.8343333333333,-277.0483333333333,0,direct
-0.78676,1.3893066666666665,2.1760666666666664,0,-0.8338800000000001,130.21166666666667,-248.248,0,340.00166666666667,-359.6646666666666,0,direct
-0.9361200000000001,1.8055999999999999,2.74172,0,-0.9393999999999999,119.64166666666667,-248.50233333333335,0,354.6503333333333,-389.17199999999997,0,direct
-0.6581533333333334,1.7420666666666667,2.40022,0,-0.63294,123.12066666666666,-248.37633333333332,0,361.62700000000007,-367.37166666666667,0,direct
-0.6553733333333333,1.6699333333333333,2.3253066666666666,0,-0.6030599999999999,125.67566666666667,-232.89466666666667,0,333.6596666666666,-336.014,0,direct
-0.8652599999999999,1.6640133333333333,2.5292733333333333,0,-0.5716066666666666,110.76100000000001,-195.43766666666667,0,353.7683333333334,-358.84100000000007,0,direct
-1.154993333333333,1.7268933333333334,2.8818866666666665,0,-0.77832,139.972,-223.47733333333332,0,351.6356666666667,-413.25433333333336,0,direct
-1.1048866666666666,1.7638600000000002,2.8687466666666666,0,-0.8728133333333333,121.555,-235.40066666666664,0,327.31066666666663,-420.8493333333334,0,direct
-0.9947733333333332,1.8352800000000002,2.8300533333333333,0,-0.7768933333333333,144.66666666666666,-243.84266666666664,0,310.184,-335.0456666666667,0,direct
-0.9300333333333334,1.73052,2.6605533333333335,0,-0.6175066666666666,127.04299999999998,-236.90566666666666,0,328.0806666666667,-294.9053333333333,0,direct
-0.8382133333333334,1.6285533333333335,2.466766666666667,0,-0.43986000000000003,124.34333333333332,-216.06199999999998,0,332.1616666666667,-357.03499999999997,0,direct
-0.7350266666666666,1.6738266666666668,2.4088533333333335,0,-0.34853333333333325,114.30533333333332,-177.562,0,303.009,-323.64033333333333,0,direct
-0.7469199999999999,1.4518266666666668,2.1987466666666666,0,-0.39791999999999994,136.339,-189.38033333333334,0,292.20099999999996,-291.9746666666667,0,direct
-0.6515466666666665,1.5337866666666669,2.1853333333333333,0,-0.6088199999999999,135.786,-213.65866666666668,0,290.57,-363.5426666666666,0,direct
-0.6983866666666665,1.877446666666667,2.5758333333333336,0,-0.7819133333333332,89.63033333333331,-237.72233333333335,0,357.3476666666666,-375.543,0,direct
-0.7676533333333333,1.6104400000000003,2.3780933333333336,0,-0.60668,95.43799999999997,-224.651,0,308.28700000000003,-307.09000000000003,0,direct
-1.0320866666666666,1.6068533333333335,2.63894,0,-0.44114666666666663,96.91499999999998,-207.074,0,317.3613333333333,-335.1716666666667,0,direct
-1.1562,1.5098600000000002,2.66606,0,-0.5530066666666666,131.88,-168.48766666666668,0,256.935,-349.867,0,direct
-0.7831399999999998,-0.6531666666666666,0.12997333333333327,0,-0.2572466666666666,69.71066666666665,-233.52933333333334,0,241.49299999999997,-323.17366666666663,0,direct
1.1221333333333334,1.5290933333333334,0.40696,1,0.04046666666666667,101.31099999999999,-233.52933333333334,0,275.5666666666666,-323.17366666666663,0,direct
-0.8709733333333332,-0.4099199999999998,0.46105333333333337,0,-0.32660666666666666,93.88866666666665,-219.51066666666668,0,259.73266666666666,-338.2866666666667,0,direct
1.3326400000000003,1.5090733333333335,0.17643333333333322,1,0.0036333333333333478,115.50233333333333,-219.51066666666668,0,262.42533333333336,-338.2866666666667,0,direct
-0.8207266666666666,1.4989133333333333,2.3196399999999997,0,-0.4051466666666667,121.69266666666665,-207.91633333333337,0,350.25899999999996,-350.49933333333337,0,direct
-0.8738199999999999,1.59546,2.46928,0,-0.6055400000000001,107.12566666666665,-207.83933333333334,0,382.3866666666666,-409.43233333333336,0,direct
-4.469219999999999,-0.4418066666666665,4.027413333333333,0,-3.1384200000000004,444.4533333333333,-277.9443333333333,0,218.40466666666666,-463.20166666666665,0,crochet
-5.767313333333334,-0.032306666666666546,5.735006666666667,0,-4.218746666666666,383.502,-203.66966666666667,0,119.83533333333331,-488.9476666666667,0,crochet
-5.520480000000001,0.6461066666666668,6.166586666666667,0,-2.1407266666666667,364.7396666666666,-154.62766666666667,0,170.016,-393.1013333333333,0,crochet
-6.013400000000001,0.4732666666666666,6.486666666666667,0,-2.9833733333333337,358.827,-195.07133333333334,0,185.66566666666665,-426.902,0,crochet
-5.862433333333333,0.40049999999999997,6.262933333333333,0,-3.5934066666666666,412.88100000000003,-259.0,0,200.0343333333333,-444.28066666666666,0,crochet
-5.4114,0.2521666666666667,5.663566666666667,0,-3.406293333333333,425.8566666666666,-234.19666666666672,0,171.95966666666666,-530.677,0,crochet
-1.1914266666666669,-0.8765466666666666,0.31488000000000027,0,-1.3135000000000003,425.8566666666666,-79.24233333333335,1,171.95966666666666,-60.97933333333335,1,crochet
-5.084413333333333,0.38868,5.473093333333333,0,-3.3678933333333334,368.3913333333333,-334.6046666666667,0,172.6153333333333,-332.059,0,crochet
-4.705966666666667,0.21362,4.9195866666666666,0,-3.6672266666666666,418.5603333333333,-346.955,0,148.58433333333335,-423.4743333333334,0,crochet
-3.9491666666666663,0.1779000000000001,4.127066666666666,0,-3.5151533333333336,390.1193333333333,-435.428,0,187.88233333333335,-411.19166666666666,0,crochet
-4.933033333333333,0.08487333333333345,5.017906666666667,0,-3.403246666666667,402.92699999999996,-324.016,0,166.25,-383.93833333333333,0,crochet
-4.788866666666666,0.6027933333333334,5.39166,0,-2.599346666666667,365.841,-260.365,0,177.22133333333332,-333.6993333333333,0,crochet
